!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
True,
def(__BORLANDC__),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
