!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
True,
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(PROTO),
def(FEAT_GUI_GTK),
