def(FEAT_BEVAL),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_GUI),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
!def(PROTO),
def(FEAT_TERMRESPONSE),
