!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG),
True,
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
