!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(PROTO),
