def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_MBYTE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
def(FEAT_CLIPBOARD),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(FEAT_GUI_W32),
True,
def(DEBUG),
def(FEAT_BEVAL),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
