def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_BEVAL),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
True,
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
