def(__MINT__),
def(NBDEBUG),
def(_WIN32),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WIN32),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(MAIN),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
