def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(NBDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
True,
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(PROTO),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
