(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
True,
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
!def(FEAT_RIGHTLEFT),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(FEAT_MBYTE),
def(FEAT_GUI_MOTIF),
!def(NO_CONSOLE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(NBDEBUG),
def(WIN64),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(EBCDIC),
!def(WIN64),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_MOTIF),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(DEBUG),
