def(FEAT_FKMAP),
def(NBDEBUG),
!def(PROTO),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
True,
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
