def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(INET_SOCKETS),
def(PROTO),
