def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(MAIN),
def(NBDEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(__MINT__),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WIN32),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
