def(FEAT_FKMAP),
!def(RISCOS),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(DEBUG),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_GUI),
!def(FEAT_MBYTE),
def(RISCOS),
True,
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
