def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
True,
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
