def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(PROTO),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WSDEBUG),
