!def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(WSDEBUG),
def(PROTO),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
