def(WSDEBUG),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(PROTO),
True,
def(FEAT_GUI),
!def(PROTO),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
