def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(PROTO),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(__BORLANDC__),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG),
True,
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_GUI),
