def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(WSDEBUG),
!def(PROTO),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_EMACS_TAGS),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
