def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(__MINT__),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_SENSE),
True,
def(PROTO),
def(WIN32),
def(_WIN32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
