def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(DEBUG),
True,
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(INET_SOCKETS),
!def(PROTO),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(FEAT_GUI),
