def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
