def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_BEVAL),
!def(PROTO),
!def(FEAT_GUI_W32),
def(DEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
