def(INET_SOCKETS),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(PROTO),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(__BORLANDC__),
