def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_W32),
True,
!def(PROTO),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
