(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
True,
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
