def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(_WIN32),
def(FEAT_BEVAL),
def(FEAT_BEVAL_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
def(WIN32),
def(NBDEBUG),
def(INET_SOCKETS),
def(WSDEBUG),
def(MAIN),
def(FEAT_GUI_W32),
