def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
True,
def(FEAT_GUI_GTK),
!def(PROTO),
def(PROTO),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
