!def(INET_SOCKETS),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
True,
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
