def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(NBDEBUG),
