!def(INET_SOCKETS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_BEVAL),
