!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI_W32),
True,
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
