def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(PROTO),
def(_WIN32),
def(MAIN),
def(WIN32),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
True,
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
