def(FEAT_FKMAP),
True,
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI),
