def(FEAT_GUI_W32),
True,
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_EMACS_TAGS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
