def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(MAIN),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_PROFILE),
def(NBDEBUG),
def(PROTO),
