def(MAIN),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WIN32),
def(WSDEBUG),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(PROTO),
True,
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_BEVAL),
