!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(NBDEBUG),
