def(MAIN),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(_WIN32),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
True,
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(__MINT__),
