def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
True,
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(__MINT__),
def(MAIN),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
