def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(MAIN),
def(WSDEBUG),
def(PROTO),
def(WSDEBUG_TRACE),
True,
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WIN32),
def(FEAT_TERMRESPONSE),
