def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(PROTO),
True,
!def(PROTO),
def(FEAT_MBYTE),
