!def(PROTO),
def(LESSTIF_VERSION),
def(RISCOS),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(RISCOS),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(WSDEBUG),
True,
def(WSDEBUG_SENSE),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
