def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(PROTO),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
True,
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
