def(WSDEBUG),
def(DEBUG),
def(WSDEBUG_SENSE),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(_WIN32),
def(WIN32),
def(PROTO),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
