def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(RISCOS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_MBYTE),
def(FEAT_GUI),
def(__BORLANDC__),
def(RISCOS),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(PROTO),
def(FEAT_BEVAL),
