def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(WIN32),
True,
def(FEAT_BEVAL),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(__MINT__),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
