def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(PROTO),
def(MAIN),
True,
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(NBDEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
