def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(PROTO),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
