def(WSDEBUG_SENSE),
def(WSDEBUG),
True,
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
