!def(FEAT_GUI_W32),
def(PROTO),
True,
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
