def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(INET_SOCKETS),
def(_WIN32),
def(INET_SOCKETS),
def(WIN32),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
True,
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
