def(EBCDIC),
def(__BORLANDC__),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(RISCOS),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(PROTO),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(RISCOS),
def(MCH_WRITE_DUMP),
(!def(HAVE_GTK2)&def(FEAT_GUI_GTK)),
!def(FEAT_BEVAL),
True,
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(EBCDIC),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(DEBUG),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
