def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(EBCDIC),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
def(EBCDIC),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(RISCOS),
def(FEAT_BEVAL),
!def(RISCOS),
!def(FEAT_BEVAL),
def(PROTO),
True,
