def(__BORLANDC__),
def(FEAT_GUI_W32),
def(DEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(PROTO),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
