def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(PROTO),
True,
!def(FEAT_GUI_W32),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
