!def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
True,
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TOOLBAR),
def(DEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
