!def(INET_SOCKETS),
def(INET_SOCKETS),
!def(PROTO),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(PROTO),
def(WSDEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
True,
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
