def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_BEVAL),
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
