def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
True,
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
