def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
!def(FEAT_RIGHTLEFT),
True,
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(RISCOS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(RISCOS),
def(DEBUG),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
