def(NBDEBUG),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
True,
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
def(PROTO),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
