!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
!def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
True,
def(PROTO),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
